Time/us,Voltage/V
-2997.9,-0.0207408
-2995.5,-0.020878099999999997
-2993.1,-0.0209239
-2990.7,-0.020832299999999998
-2988.3,-0.020878099999999997
-2985.9,-0.020817099999999998
-2983.5,-0.020893400000000003
-2981.1,-0.0210002
-2978.6999999999994,-0.020817099999999998
-2976.3,-0.020893400000000003
-2973.9,-0.020832299999999998
-2971.5,-0.0207866
-2969.1,-0.020893400000000003
-2966.7,-0.0208476
-2964.3,-0.0208476
-2961.9,-0.0209086
-2959.5,-0.0208629
-2957.1,-0.0207713
-2954.7,-0.0208018
-2952.3,-0.0208018
-2949.9,-0.0208629
-2947.5,-0.020817099999999998
-2945.1,-0.0208476
-2942.7,-0.020832299999999998
-2940.3,-0.020832299999999998
-2937.9,-0.0209697
-2935.5,-0.0208629
-2933.1,-0.0208476
-2930.7,-0.0207713
-2928.3,-0.0207713
-2925.9000000000005,-0.020817099999999998
-2923.5,-0.020893400000000003
-2921.1,-0.0208476
-2918.7,-0.020817099999999998
-2916.3,-0.0208018
-2913.9,-0.0207866
-2911.5,-0.020878099999999997
-2909.1,-0.020817099999999998
-2906.7,-0.0209239
-2904.3,-0.0209849
-2901.8999999999996,-0.0209697
-2899.4999999999995,-0.020817099999999998
-2897.0999999999995,-0.0208629
-2894.6999999999994,-0.0208629
-2892.3,-0.0208629
-2889.9000000000005,-0.0209391
-2887.5000000000005,-0.020817099999999998
-2885.1000000000004,-0.0208476
-2882.7,-0.0209239
-2880.3,-0.0207713
-2877.9,-0.0208018
-2875.5,-0.0208018
-2873.1,-0.0208629
-2870.7,-0.0209086
-2868.3,-0.0209239
-2865.9,-0.020893400000000003
-2863.5,-0.021015400000000004
-2861.0999999999995,-0.0209544
-2858.6999999999994,-0.0209239
-2856.3,-0.020878099999999997
-2853.9000000000005,-0.020878099999999997
-2851.5000000000005,-0.0208629
-2849.1000000000004,-0.0208018
-2846.7000000000003,-0.020832299999999998
-2844.3,-0.0208018
-2841.9,-0.020832299999999998
-2839.5,-0.0208629
-2837.1,-0.0208476
-2834.7,-0.0208629
-2832.3,-0.0207866
-2829.9,-0.0208629
-2827.5,-0.0208629
-2825.1,-0.020817099999999998
-2822.7,-0.020817099999999998
-2820.2999999999997,-0.0209239
-2817.9,-0.0209391
-2815.5,-0.0209697
-2813.1,-0.021030700000000003
-2810.7,-0.0210612
-2808.3000000000006,-0.0210002
-2805.9,-0.021046000000000002
-2803.5,-0.0209849
-2801.1,-0.0210002
-2798.7,-0.021015400000000004
-2796.3,-0.020878099999999997
-2793.9,-0.021076499999999998
-2791.5,-0.0209391
-2789.1,-0.0209239
-2786.7,-0.0208629
-2784.2999999999997,-0.0209239
-2781.9,-0.0209697
-2779.5,-0.021015400000000004
-2777.1,-0.0210612
-2774.7,-0.0211223
-2772.3,-0.0211375
-2769.9,-0.021076499999999998
-2767.5,-0.021030700000000003
-2765.1,-0.0210917
-2762.7,-0.021030700000000003
-2760.3,-0.0210002
-2757.9,-0.021107
-2755.5,-0.021244299999999997
-2753.1,-0.0211833
-2750.7,-0.0211375
-2748.3,-0.0213817
-2745.9,-0.0212138
-2743.5,-0.0211528
-2741.1,-0.0212291
-2738.7,-0.0212901
-2736.3,-0.0210917
-2733.9,-0.021351099999999998
-2731.5,-0.021259599999999997
-2729.1,-0.021198500000000002
-2726.7,-0.0212291
-2724.3,-0.0211223
-2721.9,-0.0210002
-2719.5,-0.021076499999999998
-2717.1,-0.0210917
-2714.7,-0.021168
-2712.3,-0.021107
-2709.9,-0.021168
-2707.5000000000005,-0.0212138
-2705.1,-0.021168
-2702.7,-0.0209849
-2700.3,-0.0211528
-2697.9,-0.0211223
-2695.5,-0.021076499999999998
-2693.1,-0.0211833
-2690.7,-0.0212291
-2688.3,-0.0211833
-2685.9,-0.0211375
-2683.4999999999995,-0.0211223
-2681.0999999999995,-0.0211223
-2678.6999999999994,-0.021259599999999997
-2676.3,-0.0211528
-2673.9,-0.0212138
-2671.5000000000005,-0.0212291
-2669.1000000000004,-0.021198500000000002
-2666.7000000000003,-0.0212138
-2664.3,-0.021198500000000002
-2661.9,-0.021244299999999997
-2659.5,-0.0211528
-2657.1,-0.0211528
-2654.7,-0.0211833
-2652.3,-0.0213054
-2649.9,-0.0213054
-2647.5,-0.0213817
-2645.1,-0.021396900000000003
-2642.6999999999994,-0.021396900000000003
-2640.3,-0.0213206
-2637.9,-0.021259599999999997
-2635.5,-0.0213054
-2633.1000000000004,-0.0212291
-2630.7000000000003,-0.021244299999999997
-2628.3,-0.0212901
-2625.9,-0.021244299999999997
-2623.5,-0.0213206
-2621.1,-0.0212291
-2618.7,-0.0212748
-2616.3,-0.0212901
-2613.9,-0.0213054
-2611.5,-0.0213206
-2609.1,-0.0213359
-2606.7,-0.0213359
-2604.2999999999997,-0.0212748
-2601.8999999999996,-0.0212138
-2599.5,-0.0213054
-2597.1,-0.0213206
-2594.7,-0.021351099999999998
-2592.3000000000006,-0.0212748
-2589.9000000000005,-0.0212138
-2587.5,-0.0213054
-2585.1,-0.0212748
-2582.7,-0.021107
-2580.3,-0.0210917
-2577.9,-0.0212291
-2575.5,-0.0211833
-2573.1,-0.0211528
-2570.7,-0.0211223
-2568.2999999999997,-0.0210612
-2565.8999999999996,-0.0211375
-2563.4999999999995,-0.0211528
-2561.1,-0.0210917
-2558.7,-0.021107
-2556.3000000000006,-0.021168
-2553.9000000000005,-0.021198500000000002
-2551.5000000000005,-0.0211528
-2549.1000000000004,-0.021168
-2546.7,-0.0212138
-2544.3,-0.0211223
