Time/us,Current/uA
-563.0,-1.4447142857142856
-562.52,-1.6534224924012157
-562.04,-1.6302310030395133
-561.5600000000001,-1.491094224924012
-561.0799999999999,-1.3287659574468087
-560.6,-1.4215258358662612
-560.12,-1.3751458966565349
-559.6400000000001,-1.3751458966565349
-559.16,-1.1664407294832828
-558.6800000000001,-1.5606626139817632
-558.2,-1.4447142857142856
-557.7199999999999,-1.4215258358662612
-557.24,-1.5374741641337388
-556.76,-1.4215258358662612
-556.28,-1.305577507598784
-555.8,-1.3287659574468087
-555.32,-1.4447142857142856
-554.84,-1.3519574468085107
-554.36,-1.3983343465045592
-553.88,-1.3751458966565349
-553.4,-1.305577507598784
-552.92,-1.2128176291793313
-552.4399999999999,-1.4447142857142856
-551.96,-1.2360091185410331
-551.48,-1.28238905775076
-551.0,-1.3519574468085107
-550.52,-1.2591975683890577
-550.0400000000001,-1.28238905775076
-549.56,-1.1432492401215806
-549.08,-1.305577507598784
-548.6,-1.4447142857142856
-548.1199999999999,-1.4447142857142856
-547.64,-1.3519574468085107
-547.16,-1.305577507598784
-546.6800000000001,-1.1896291793313072
-546.1999999999999,-1.5374741641337388
-545.72,-1.305577507598784
-545.24,-1.4215258358662612
-544.76,-1.1664407294832828
-544.28,-1.5374741641337388
-543.8000000000001,-1.5838541033434652
-543.32,-1.3983343465045592
-542.8399999999999,-1.2591975683890577
-542.36,-1.3983343465045592
-541.88,-1.1664407294832828
-541.4,-1.4215258358662612
-540.92,-1.5374741641337388
-540.44,-1.3519574468085107
-539.96,-1.4447142857142856
-539.48,-1.3287659574468087
-539.0,-1.2591975683890577
-538.52,-1.3519574468085107
-538.04,-1.28238905775076
-537.56,-1.0736808510638298
-537.08,-1.004112462006079
-536.5999999999999,-1.3751458966565349
-536.12,-1.1664407294832828
-535.64,-1.2128176291793313
-535.1600000000001,-1.0273009118541032
-534.68,-1.305577507598784
-534.2,-0.9345440729483282
-533.72,-1.2360091185410331
-533.24,-0.9809209726443767
-532.76,-1.0504924012158054
-532.28,-0.9345440729483282
-531.8000000000001,-1.3287659574468087
-531.3199999999999,-1.2360091185410331
-530.84,-1.0736808510638298
-530.36,-1.2591975683890577
-529.88,-1.3751458966565349
-529.4,-1.3751458966565349
-528.9200000000001,-1.2591975683890577
-528.44,-1.3287659574468087
-527.9599999999999,-1.0736808510638298
-527.48,-1.5606626139817632
-527.0,-1.4215258358662612
-526.52,-1.1896291793313072
-526.04,-1.2591975683890577
-525.5600000000001,-1.1432492401215806
-525.0799999999999,-1.3983343465045592
-524.6,-1.1200607902735562
-524.12,-1.3983343465045592
-523.6400000000001,-1.0736808510638298
-523.16,-1.491094224924012
-522.68,-1.2591975683890577
-522.2,-1.1664407294832828
-521.7199999999999,-1.2591975683890577
-521.24,-1.5142826747720366
-520.76,-1.4679057750759879
-520.2800000000001,-1.2360091185410331
-519.8,-1.3519574468085107
-519.32,-1.2360091185410331
-518.84,-1.3751458966565349
-518.36,-1.3287659574468087
-517.88,-1.1664407294832828
-517.4,-1.3287659574468087
-516.92,-1.3751458966565349
-516.4399999999999,-1.1896291793313072
-515.96,-1.305577507598784
-515.48,-1.3287659574468087
-515.0,-1.3751458966565349
-514.52,-1.305577507598784
-514.0400000000001,-1.2128176291793313
-513.56,-1.28238905775076
-513.0799999999999,-1.305577507598784
-512.6,-1.2128176291793313
-512.12,-1.4215258358662612
-511.64,-1.3287659574468087
-511.15999999999997,-1.1664407294832828
-510.68,-1.3519574468085107
-510.19999999999993,-1.0504924012158054
-509.71999999999997,-1.1664407294832828
-509.24,-1.2591975683890577
-508.76000000000005,-1.1664407294832828
-508.28,-1.1664407294832828
-507.8,-1.2591975683890577
-507.32000000000005,-1.2128176291793313
-506.84,-1.2591975683890577
-506.36,-0.8649726443768996
-505.88000000000005,-1.0968693009118542
-505.4,-1.2128176291793313
-504.91999999999996,-1.1432492401215806
-504.44,-1.3983343465045592
-503.96000000000004,-1.0736808510638298
-503.47999999999996,-1.4215258358662612
-503.0,-1.305577507598784
-502.52000000000004,-1.2591975683890577
-502.03999999999996,-1.305577507598784
-501.56,-1.4215258358662612
-501.08000000000004,-1.3983343465045592
-500.6,-1.4447142857142856
-500.11999999999995,-1.4447142857142856
-499.64,-1.3751458966565349
-499.16,-1.305577507598784
-498.67999999999995,-1.2128176291793313
-498.2,-1.1896291793313072
-497.72,-1.3751458966565349
-497.23999999999995,-1.305577507598784
-496.76,-1.5142826747720366
-496.28000000000003,-1.3751458966565349
-495.80000000000007,-1.2360091185410331
-495.31999999999994,-1.2360091185410331
-494.84,-1.0273009118541032
-494.36,-1.2591975683890577
-493.87999999999994,-1.305577507598784
-493.4,-1.491094224924012
-492.92,-1.305577507598784
-492.44000000000005,-1.3519574468085107
-491.96,-1.2360091185410331
-491.48,-1.0968693009118542
-491.00000000000006,-1.0736808510638298
-490.52,-1.28238905775076
-490.03999999999996,-1.3519574468085107
-489.56,-1.305577507598784
-489.08000000000004,-1.4215258358662612
-488.59999999999997,-1.28238905775076
-488.12,-1.3287659574468087
-487.64000000000004,-1.2360091185410331
-487.16,-1.28238905775076
-486.68,-1.28238905775076
-486.20000000000005,-1.2128176291793313
-485.72,-1.305577507598784
-485.23999999999995,-1.2128176291793313
-484.76,-1.3751458966565349
-484.28,-1.3751458966565349
-483.8,-1.491094224924012
-483.32,-1.5142826747720366
-482.84,-1.4215258358662612
-482.36,-1.5606626139817632
-481.88,-1.3519574468085107
-481.40000000000003,-1.5606626139817632
-480.92,-1.491094224924012
-480.44,-1.2128176291793313
-479.96,-1.4447142857142856
-479.47999999999996,-1.5142826747720366
-479.0,-1.2360091185410331
-478.52,-1.2591975683890577
-478.04,-1.2591975683890577
-477.56,-1.5142826747720366
-477.08,-1.28238905775076
-476.6,-1.0736808510638298
-476.12,-1.3519574468085107
-475.64000000000004,-1.0504924012158054
-475.15999999999997,-1.2360091185410331
-474.68,-1.3287659574468087
-474.2,-1.2591975683890577
-473.71999999999997,-1.2128176291793313
-473.24,-1.3287659574468087
-472.76,-1.1200607902735562
-472.28000000000003,-1.0273009118541032
-471.8,-1.3287659574468087
-471.32,-1.1896291793313072
-470.84000000000003,-1.0968693009118542
-470.36,-1.0736808510638298
-469.88,-1.0968693009118542
-469.4,-1.0504924012158054
-468.91999999999996,-1.3287659574468087
-468.44,-0.9345440729483282
-467.96,-1.0968693009118542
-467.48,-1.1432492401215806
-467.0,-1.0273009118541032
-466.52000000000004,-1.3519574468085107
-466.04,-1.0504924012158054
-465.56,-1.2128176291793313
-465.08,-1.3751458966565349
-464.59999999999997,-1.2360091185410331
-464.12,-1.28238905775076
-463.64,-1.0968693009118542
-463.15999999999997,-1.1200607902735562
-462.68,-1.2128176291793313
-462.2,-1.2360091185410331
-461.72,-1.491094224924012
-461.24,-1.4447142857142856
-460.76000000000005,-1.3983343465045592
-460.28000000000003,-1.5142826747720366
-459.79999999999995,-1.3751458966565349
-459.32,-1.2591975683890577
-458.84,-1.3519574468085107
-458.36,-1.3983343465045592
-457.88,-1.305577507598784
-457.4,-1.2360091185410331
-456.92,-1.4679057750759879
-456.44,-1.5606626139817632
-455.96000000000004,-1.6070425531914894
-455.48,-1.3519574468085107
-455.0,-1.305577507598784
-454.52,-1.3983343465045592
-454.03999999999996,-1.4447142857142856
-453.56,-1.2360091185410331
-453.08,-1.305577507598784
-452.6,-1.2591975683890577
-452.12,-1.3287659574468087
-451.64,-1.3519574468085107
-451.16,-1.3287659574468087
-450.68,-1.28238905775076
-450.2,-1.2591975683890577
-449.71999999999997,-1.3287659574468087
-449.24,-1.3519574468085107
-448.76,-1.28238905775076
-448.28,-1.4215258358662612
-447.8,-1.2591975683890577
-447.32,-1.305577507598784
-446.84000000000003,-1.5142826747720366
-446.36,-1.5142826747720366
-445.88,-1.305577507598784
-445.40000000000003,-1.0504924012158054
-444.91999999999996,-1.4447142857142856
-444.44,-1.28238905775076
-443.96,-1.0736808510638298
-443.48,-1.305577507598784
-443.0,-1.0504924012158054
-442.52,-1.3983343465045592
-442.04,-1.2591975683890577
-441.56,-1.3287659574468087
-441.08000000000004,-1.28238905775076
-440.6,-1.3751458966565349
-440.12,-1.305577507598784
-439.64,-1.0968693009118542
-439.15999999999997,-1.1664407294832828
-438.68,-1.305577507598784
-438.2,-1.2591975683890577
-437.71999999999997,-1.3287659574468087
-437.24,-1.4447142857142856
-436.76,-1.4679057750759879
-436.28000000000003,-1.3519574468085107
-435.8,-1.0968693009118542
-435.32000000000005,-1.1664407294832828
-434.84,-1.2360091185410331
-434.35999999999996,-1.0968693009118542
-433.88,-1.1432492401215806
-433.4,-1.3287659574468087
-432.92,-1.2360091185410331
-432.44,-1.2128176291793313
-431.96,-1.3519574468085107
-431.48,-1.3519574468085107
-431.0,-1.5142826747720366
-430.52000000000004,-1.2591975683890577
-430.04,-1.6070425531914894
-429.56,-1.1664407294832828
-429.08,-1.28238905775076
-428.59999999999997,-1.28238905775076
-428.12,-1.2360091185410331
-427.64,-1.3983343465045592
-427.16,-1.3519574468085107
-426.68,-1.3983343465045592
-426.2,-1.2591975683890577
-425.72,-0.9809209726443767
-425.24,-1.1432492401215806
-424.76,-1.3983343465045592
-424.28,-1.1664407294832828
-423.8,-1.0273009118541032
-423.32,-1.1896291793313072
-422.84,-1.3751458966565349
-422.36,-1.1432492401215806
-421.88,-1.1664407294832828
-421.40000000000003,-1.1896291793313072
-420.92,-1.2360091185410331
-420.44,-0.9577325227963528
-419.96000000000004,-1.2591975683890577
-419.47999999999996,-1.1432492401215806
-419.0,-1.3519574468085107
-418.52,-1.1200607902735562
-418.04,-1.305577507598784
-417.56,-1.1200607902735562
-417.08,-1.3519574468085107
-416.6,-1.004112462006079
-416.12,-1.0736808510638298
-415.64000000000004,-1.1664407294832828
-415.16,-1.2128176291793313
-414.67999999999995,-1.2591975683890577
-414.2,-1.2591975683890577
-413.71999999999997,-0.9577325227963528
-413.24,-1.004112462006079
-412.76,-1.0504924012158054
-412.28,-1.1432492401215806
-411.8,-1.3519574468085107
-411.32,-1.2591975683890577
-410.84000000000003,-1.2360091185410331
-410.36,-1.3287659574468087
-409.88,-1.2360091185410331
-409.4,-1.3751458966565349
-408.91999999999996,-1.1896291793313072
-408.44,-1.3287659574468087
-407.96,-1.2360091185410331
-407.48,-1.3983343465045592
-407.0,-0.9809209726443767
-406.52,-1.1664407294832828
-406.04,-1.305577507598784
-405.56,-1.0273009118541032
-405.08000000000004,-1.2360091185410331
-404.59999999999997,-1.2360091185410331
-404.12,-1.2360091185410331
-403.64,-1.1200607902735562
-403.15999999999997,-0.9345440729483282
-402.68,-1.0968693009118542
-402.2,-1.1664407294832828
-401.72,-0.9809209726443767
-401.24,-1.2360091185410331
-400.76,-1.2128176291793313
-400.28000000000003,-1.2128176291793313
-399.8,-1.0273009118541032
-399.32,-1.1664407294832828
-398.84,-1.0968693009118542
-398.36,-1.28238905775076
-397.88,-1.1664407294832828
-397.4,-1.1200607902735562
-396.92,-1.305577507598784
-396.44,-0.8649726443768996
-395.96000000000004,-1.1896291793313072
-395.48,-1.28238905775076
-395.0,-1.4679057750759879
-394.52,-1.2360091185410331
-394.03999999999996,-1.5374741641337388
-393.56,-1.2360091185410331
-393.08,-1.0504924012158054
-392.6,-1.28238905775076
-392.12,-1.4447142857142856
-391.64,-1.3983343465045592
-391.16,-1.6534224924012157
-390.68,-1.3519574468085107
-390.20000000000005,-1.2128176291793313
-389.72,-1.305577507598784
-389.23999999999995,-1.4215258358662612
-388.76,-1.2591975683890577
-388.28,-1.2360091185410331
-387.8,-1.1896291793313072
-387.32,-1.0273009118541032
-386.84,-1.305577507598784
-386.36,-1.3287659574468087
-385.88,-1.3287659574468087
-385.40000000000003,-1.5606626139817632
-384.92,-1.3519574468085107
-384.44,-1.0504924012158054
-383.96,-1.1896291793313072
-383.47999999999996,-1.305577507598784
-383.0,-1.305577507598784
-382.52,-1.1664407294832828
-382.04,-1.1432492401215806
