Time/us,Voltage/V,Current/uA
-31.22,-0.0004841967856809451,0.5032932693526923
-31.19999999999999,-0.0005945237552297787,0.5542684410969734
-31.180000000000007,-0.000726291805693409,0.5732171020866664
-31.159999999999997,-0.0008842530590974461,0.5434840184178991
-31.14,-0.0010741042769015386,0.4639968873488875
-31.11999999999999,-0.0013026923096930729,0.3492276654560458
-31.10000000000001,-0.0015782610240360406,0.2297144895651859
-31.08,-0.001730427310129195,0.11848580510926424
-31.060000000000002,-0.0015843576364246187,0.028868831875721472
-31.039999999999992,-0.0013151054045063373,-0.02502979918915381
-31.02000000000001,-0.0010932815236698542,-0.06249250832052236
-31.0,-0.0009108860717320578,-0.10220896579362214
-30.980000000000004,-0.0007613410850555194,-0.14561151770200947
-30.959999999999994,-0.0006392533289182813,-0.19426544654144726
-30.939999999999998,-0.0005402197942983864,-0.23258681799190542
-30.92,-0.0004606689064515373,-0.2446190613212928
-30.900000000000006,-0.0003977317185809674,-0.24813471494903022
-30.879999999999995,-0.0003491384452898575,-0.24326056844952515
-30.86,-0.0003131366043680613,-0.2124822351289613
-30.840000000000003,-0.0002884278147542745,-0.17202832008216773
-30.820000000000007,-0.00027412097133662294,-0.1377784853569296
-30.799999999999997,-0.0002697001078738003,-0.1084975347626785
-30.78,-0.00027500578903561857,-0.08312947141883419
-30.760000000000005,-0.0002902293604800065,-0.06075941397032475
-30.739999999999995,-0.0003159198495995283,-0.0405806020352429
-30.72,-0.00035300376580799125,-0.021865300959323472
-30.69999999999999,-0.0004028185144505456,-0.003938556577684574
-30.680000000000007,-0.0004671606293864355,0.013846146532219095
-30.659999999999997,-0.0005483505637185591,0.03213020117441049
-30.64,-0.0006493163753019122,0.05157300891457183
-30.61999999999999,-0.0007736993250898943,0.0728757609335442
-30.60000000000001,-0.0009259851966485373,0.09680672599389385
-30.58,-0.0011116660727845363,0.12422895751226656
-30.560000000000002,-0.001337438403647345,0.15613141897359908
-30.539999999999992,-0.0016114445094920738,0.19366465020335094
-30.519999999999996,-0.0019435662277304082,0.2381822607767692
-30.5,-0.0023457812944438225,0.27395114296594747
-30.480000000000004,-0.0026522740114186673,0.2675840682797152
-30.459999999999994,-0.0025134552196609903,0.21885141264950134
-30.439999999999998,-0.0019243185171214398,0.16067287519886858
-30.42,-0.0012242597063279487,0.10828889193996956
-30.400000000000006,-0.000568352960432113,0.05981027137488114
-30.379999999999995,6.70565358490636e-05,0.013488666163349358
-30.36,0.0007048843789134567,-0.0323464797938684
-30.340000000000003,0.0013681333811340866,-0.07934817878528935
-30.320000000000007,0.0020807231511021603,-0.12921151401380163
-30.299999999999997,0.002868352737480648,-0.16639616754983713
-30.28,0.00357910614552306,-0.17490457372953613
-30.260000000000005,0.003877973593613731,-0.17238218626495086
-30.24000000000001,0.00377573352597956,-0.17607664105681653
-30.22,0.0036293413296971484,-0.1861211760177172
-30.200000000000003,0.0036138387748006844,-0.18553943620365454
-30.179999999999993,0.003728666772555703,-0.1569718375477085
-30.16000000000001,0.003977966513906202,-0.11672671373487506
-30.14,0.004370728818612222,-0.08069125672188292
-30.120000000000005,0.004921118382838393,-0.047565873106751665
-30.099999999999994,0.005648984618954575,-0.01615591923701494
-30.08,0.006400256209037631,0.014671382773033053
-30.060000000000002,0.006841384631197873,0.02868919384989429
-30.039999999999992,0.00698827887159465,0.009064452457024315
-30.019999999999996,0.007206879170828335,-0.010233385835894216
-30.0,0.007505069194879705,0.004776924071106215
-29.980000000000004,0.007532960353976445,0.03729811441345017
-29.959999999999994,0.0072915585231466615,0.0711644350084937
-29.939999999999998,0.006952479016805071,0.10759725087954716
-29.92,0.00632317186954894,0.14791048589621816
-29.900000000000006,0.005380941561904256,0.19355800851426852
-29.879999999999995,0.004452449823973824,0.24618606451850356
-29.86,0.0036845325561215454,0.307692647718673
-29.83999999999999,0.003049495362402675,0.38029594976075703
-29.820000000000007,0.002524436073249288,0.449275753618071
-29.799999999999997,0.0020904187948391894,0.4824425593216063
-29.78,0.0017317909994088517,0.4809925043823022
-29.75999999999999,0.001435619027853022,0.4795505016487542
-29.74000000000001,0.0011912216464094439,0.4780645463069959
-29.72,0.0009897848354787312,0.44180384036347464
-29.700000000000003,0.0008240439182092163,0.3694606669720197
-29.679999999999993,0.0006880215650378531,0.2931032285459179
-29.66000000000001,0.0005768122255052809,0.22731635182464213
-29.64,0.00048640521303014103,0.16972747938806448
-29.620000000000005,0.0004135400623195113,0.11825970907232218
-29.599999999999994,0.0003555889429822383,0.07105689195462322
-29.580000000000013,0.000310461888674869,0.026416691648365586
-29.560000000000002,0.00027653142393601195,6.77947689971814e-05
-29.540000000000006,0.0002525738704289432,0.008398550919967922
-29.519999999999996,0.0002377252158433941,0.03437079893034486
-29.5,0.0002314499538995163,0.06158260562023479
-29.480000000000004,0.0002335217716906905,0.07367674162134547
-29.459999999999994,0.0002440153878677873,0.053750769409057764
-29.439999999999998,0.00026330924731473736,0.03576328087550341
-29.419999999999987,0.0002920991694969898,0.07108138199258428
-29.400000000000006,0.00033142344270094243,0.1609787952266392
-29.379999999999995,0.0003827002691704328,0.25668179544297853
-29.36,0.0004477789115727893,0.3096260319165139
-29.33999999999999,0.0005290063853557542,0.3217209012831499
-29.320000000000007,0.0006293121022082044,0.32807980455612445
-29.299999999999997,0.000752313517231524,0.3462706751375875
-29.28,0.0009024465899125301,0.3769495539756371
-29.25999999999999,0.0010851257638811434,0.4212228532493588
-29.24000000000001,0.0013069392350102025,0.4633486543157244
-29.22,0.0015758865500640447,0.47016898649002714
-29.200000000000003,0.001901667104723938,0.4419298202532253
-29.179999999999993,0.0022960299454686563,0.4122899380042688
-29.159999999999997,0.002773197490668898,0.38018039824500116
-29.14,0.0033503784520986773,0.32710458898700345
-29.120000000000005,0.0040483884550170934,0.2684869725443246
-29.099999999999994,0.004892400739047057,0.2195521498542129
-29.08,0.005732532711761002,0.17853532096776747
-29.060000000000002,0.006238440538445067,0.14395724281137423
-29.040000000000006,0.00624804812731386,0.11457088132607815
-29.019999999999996,0.005761701969299863,0.0893164380616824
-29.0,0.004942183634005112,0.06728312929133527
-28.980000000000004,0.004120580372472868,0.047676339237265004
-28.960000000000008,0.0034475829427596865,0.02978896281186028
-28.939999999999998,0.002898920166096011,0.030314508400065825
-28.92,0.002454804905490424,0.06661053346358542
-28.900000000000006,0.0020992204565566394,0.12264742457795298
-28.88000000000001,0.0018193429163394488,0.18310750876279924
-28.86,0.0016050786982777707,0.2501712364134523
-28.840000000000003,0.001448700514107353,0.3262572136803927
-28.819999999999993,0.0013445686946465818,0.39677082376844747
-28.799999999999997,0.0012889277990956174,0.42957788235110617
-28.78,0.0012797711777063456,0.4258615529125182
-28.75999999999999,0.0013167686033711253,0.4201650167060537
-28.739999999999995,0.0014012543622145051,0.4296214361914599
-28.72,0.001536275373683478,0.4372332464539235
-28.700000000000003,0.0017267010755534697,0.40859775401505716
-28.679999999999993,0.0019793990367754865,0.3426822399884987
-28.659999999999997,0.0023034826315181875,0.2717867157999138
-28.64,0.0027106397065949452,0.2106929882826504
-28.620000000000005,0.0032155540954353903,0.15719775514043965
-28.599999999999994,0.0038364351802062436,0.10937174843021213
-28.58,0.00441535329877777,0.0654901568711986
-28.560000000000002,0.004612544122581209,0.02397042173969717
-28.540000000000006,0.004435119199930034,-0.016684836997780242
-28.519999999999996,0.0042373224290060685,-0.057941822641832376
-28.5,0.004192341710028233,-0.10128843935055773
-28.480000000000004,0.004298554845015832,-0.14828795235610043
-28.460000000000008,0.004559792335948729,-0.20063536602530602
-28.439999999999998,0.004805154227537097,-0.2602185529995763
-28.42,0.004682846720582165,-0.32918633899334054
-28.39999999999999,0.004188458880903357,-0.39268739465164565
-28.38000000000001,0.0036648035621006814,-0.4183346328066311
-28.36,0.0032733168051437243,-0.3897143990266516
-28.340000000000003,0.0029998799155999296,-0.3231331287479901
-28.319999999999993,0.002834631584442994,-0.250866823365518
-28.30000000000001,0.002771612246881429,-0.18764785345333213
-28.28,0.002808549154847612,-0.1311962713435492
-28.260000000000005,0.0029467744119378737,-0.0968147944775729
-28.239999999999995,0.0031912730147914056,-0.10060208311350327
-28.22,0.0035508626334865246,-0.1253561191213426
-28.200000000000003,0.0038581903130188297,-0.154631035362482
-28.179999999999993,0.0037636970067315085,-0.17214400706295413
-28.159999999999997,0.0032639748800204925,-0.16118802319484746
-28.14,0.0027016444091772732,-0.1387065679386337
-28.120000000000005,0.002236746843025625,-0.12122746745870058
-28.099999999999994,0.0018525159779525459,-0.10812035029484761
-28.08,0.0015350947981608949,-0.09891251748896285
-28.059999999999988,0.0012730357321447151,-0.09327189502969818
-28.040000000000006,0.0010568878040775865,-0.09099505783690325
-28.019999999999996,0.000878855791019323,-0.09199989337924333
-28.0,0.0007325190936854918,-0.09632264034353265
-27.97999999999999,0.0006126001820518704,-0.1041191955574761
-27.960000000000008,0.0005147742649474867,-0.11567073629906861
-27.939999999999998,0.000435513319504039,-0.14873246478713315
-27.92,0.00037195885549353054,-0.22183533302661573
-27.89999999999999,0.0003218188258894818,-0.3029385364643887
-27.88000000000001,0.0002832849658036459,-0.34295119297722304
-27.86,0.00025496757868514146,-0.3259777268387838
-27.840000000000003,0.00023584541789216054,-0.2514060019356229
-27.819999999999993,0.00022522885615039912,-0.13388524550895797
-27.80000000000001,0.00022273501463064365,-0.021192966257516307
-27.78,0.00022827395469319565,0.03871919148805346
-27.760000000000005,0.00024204543431411368,0.04801191754157777
-27.739999999999995,0.00026454611221606635,0.059036159619193763
-27.72,0.00029658745951570745,0.10686670731427331
-27.700000000000003,0.00033932502485853257,0.17588993164516073
-27.680000000000007,0.00039430010846771413,0.2512565026015239
-27.659999999999997,0.00046349534805216355,0.33568446253563444
-27.64,0.0005494062212404837,0.43221864641749097
-27.620000000000005,0.0006551310432257821,0.5270018876357629
-27.60000000000001,0.0007844827053230794,0.5887752690341039
-27.58,0.0009421261842117681,0.6197666041477873
-27.559999999999988,0.0011337467810371925,0.6557707817313262
-27.540000000000006,0.001366255157796177,0.6980862671160867
-27.519999999999996,0.0016480365654994746,0.7135619304488396
-27.5,0.0019892532523494585,0.6854172866088784
-27.47999999999999,0.002402210958071199,0.6126373188191904
-27.460000000000008,0.0029018027117571113,0.5099358727805781
-27.439999999999998,0.0035060459384821697,0.40828630116393316
-27.42,0.004236732245061854,0.32136128772120953
-27.39999999999999,0.004939892017430042,0.24602594300459202
-27.379999999999995,0.005280241614843497,0.17956335081417402
-27.36,0.005089734204467918,0.1022379804970302
-27.340000000000003,0.004541820572181479,-0.006077457049659771
-27.319999999999993,0.0039773832015355,-0.11461207380863808
-27.299999999999997,0.0035563873574948235,-0.17526428227687119
-27.28,0.0032636501211643393,-0.172882857646937
-27.260000000000005,0.003088614130090953,-0.1247205195450184
-27.239999999999995,0.0030249668344150622,-0.06371753519505051
-27.22,0.0030704128392014924,-0.00501247891909283
-27.200000000000003,0.003226591122636244,0.053511805831517746
-27.180000000000007,0.0034991341446215527,0.11396595620757675
-27.159999999999997,0.0038978709774791656,0.16119160457592507
-27.14,0.004256860482938772,0.1795533066863065
-27.120000000000005,0.0042284067617454416,0.1870518684355578
-27.10000000000001,0.0038114836504648847,0.2012963242068918
-27.08,0.0033516977136212214,0.22280039027504742
-27.060000000000002,0.00301278839650475,0.2523395956521265
-27.039999999999992,0.0027825331730563316,0.27364064696589085
-27.02000000000001,0.002652628050654,0.25279454358447323
-27.0,0.002618388092461886,0.18904948545711459
-26.980000000000004,0.0026785784584796393,0.11478375997431352
-26.959999999999994,0.00283536987190667,0.04465763003107617
-26.939999999999998,0.002914095603158035,-0.02385795390699896
-26.92,0.002556952237160596,-0.0932339581658462
-26.89999999999999,0.0017510596497121262,-0.1659723795248614
-26.879999999999995,0.001008317796453584,-0.22735787394045265
-26.86,0.0006625828182315581,-0.24492705801708775
-26.840000000000003,0.0005210647247328539,-0.21931355201649783
-26.819999999999993,0.00039833846390116475,-0.18427083092659022
-26.799999999999997,0.0002899779994919916,-0.1558737076977922
-26.78,0.00019207538760078165,-0.1330980600615818
-26.760000000000005,0.00010109983941571015,-0.11512250031131283
-26.739999999999995,1.3770385803507995e-05,-0.10129875253251769
-26.72,-7.30624485337808e-05,-0.09112827298819073
-26.700000000000003,-0.00016253022866939267,-0.08424427048969742
-26.680000000000007,-0.00025785954714278555,-0.08039847833063707
-26.659999999999997,-0.000362488388749286,-0.07945220072276146
-26.64,-0.0004801901190427051,-0.08137131082996041
-26.61999999999999,-0.0006152095681090289,-0.06888641597808136
-26.60000000000001,-0.0007724161173767311,-0.024208653189038528
-26.58,-0.0009574793104318069,0.036934645586232155
-26.560000000000002,-0.0011770733211180096,0.09940996636669197
-26.539999999999992,-0.0012587963513315153,0.16547043763753322
-26.52000000000001,-0.0010252743830662437,0.23749848381380775
-26.5,-0.0006484069124358905,0.30075314167079076
-26.480000000000004,-0.0002949237808718178,0.322838437877287
-26.459999999999994,4.7923132048768684e-05,0.3045508631013737
-26.440000000000012,0.00039249835900711974,0.2799080968859196
-26.42,0.0007512287631141855,0.26536001923630465
-26.400000000000006,0.001137051703984948,0.2603819639683835
-26.379999999999995,0.0015638816145099783,0.24745579699171902
-26.360000000000014,0.00204711181508719,0.1914381371296836
-26.340000000000003,0.0026041696628909734,0.090308746894382
-26.319999999999993,0.0030748237556575487,-0.007563721927025938
-26.299999999999997,0.0031154052989040074,-0.05369315896821649
-26.279999999999987,0.0027273778374336324,-0.04974318991858188
-26.260000000000005,0.0022573900370494514,-0.0302485699833129
-26.239999999999995,0.001868813420011387,-0.011844843441056348
-26.22,0.0015476342440354307,0.023470311186590986
-26.19999999999999,0.0012822694081274322,0.09430911413274817
-26.180000000000007,0.0010631487161958217,0.16854910892252065
-26.159999999999997,0.0008823697346633303,0.1968518966418659
-26.14,0.0007334127967603189,0.1802381974155336
-26.11999999999999,0.0006109058753300853,0.15278605793031938
-26.10000000000001,0.000510430844449313,0.1308440401213546
-26.08,0.0004283641428253184,0.11362082055515571
-26.060000000000002,0.00036174609260763383,0.10049525593663365
-26.039999999999992,0.0003081741606888121,0.09099398201320383
-26.02000000000001,0.0002657163130383719,0.08477434202608428
-26.0,0.0002328413372549024,0.08161202903538965
-25.980000000000004,0.00020836362046819466,0.09873160047801906
-25.959999999999994,0.00019140039104529612,0.15408906568226222
-25.939999999999998,0.00018133988205270204,0.21500364462050905
-25.92,0.00017781926831234891,0.231656366632033
-25.900000000000006,0.00018071158136685782,0.20464780041902617
-25.879999999999995,0.00019012113045145632,0.16768110910442438
-25.86,0.00020638726433315315,0.13676171900624126
-25.840000000000003,0.0002300966096852485,0.11077454407602262
-25.820000000000007,0.00026210422736554554,0.08878237513495199
-25.799999999999997,0.00030356444958455094,0.0699920800842537
-25.78,0.00035597251008443804,0.05372600015411255
-25.760000000000005,0.00042121846869188495,0.03939751061695325
-25.74000000000001,0.0005016553749958439,0.026489864579400085
-25.72,0.0006001841294253189,0.014537556869159696
-25.700000000000003,0.0007203581021822123,0.0031095359185200943
-25.680000000000007,0.0008665112830374411,-0.008206341807143261
-25.659999999999997,0.0010439145836225526,-0.019818175475952125
-25.64,0.0012589659291490085,-0.03214473769887789
-25.61999999999999,0.001519420995079241,-0.04563057726930037
-25.599999999999994,0.0018346729101051736,-0.06076205150244852
-25.58,0.002216091012725321,-0.07808486636976446
-25.560000000000002,0.002677430878438069,-0.09822375700079508
-25.539999999999992,0.0030550091033044115,-0.10456641428621581
-25.519999999999996,0.003182121478744408,-0.08000297766836961
-25.5,0.0032436735247286983,-0.058324792148604816
-25.480000000000004,0.0034222063740755263,-0.07342725727900767
-25.459999999999994,0.0037241586883776734,-0.1085164288082927
-25.439999999999998,0.0041604201653913896,-0.1475191689884454
-25.42,0.004746724268323783,-0.1745034801711878
-25.400000000000006,0.0055042156421130405,-0.1731039285228323
-25.379999999999995,0.006279891378581428,-0.16060864422777898
-25.36,0.0067410830742074485,-0.1539055976796811
-25.340000000000003,0.006904423282991117,-0.15275304822116514
-25.320000000000007,0.007136445357811003,-0.1571094299669642
-25.299999999999997,0.007445517011540596,-0.16713185275951223
-25.28,0.007482142092725418,-0.18318176822486626
-25.25999999999999,0.0072476414591483365,-0.20583800527127624
-25.24000000000001,0.007094200613636123,-0.23591764514648664
-25.22,0.00719660712164805,-0.257166884868175
-25.200000000000003,0.007378232900251573,-0.2356748552558614
-25.179999999999993,0.0072849855521789925,-0.1706664613837548
-25.16000000000001,0.006733180875843632,-0.11181303335747356
-25.14,0.005702918423853115,-0.09166927176527304
-25.120000000000005,0.004337363807376463,-0.09217010198899364
-25.099999999999994,0.002947911863177021,-0.0959949820884123
-25.08,0.0018450955877084012,-0.10328185367306038
-25.060000000000002,0.0013497852911349996,-0.11429351263946483
-25.039999999999992,0.0014441179561200947,-0.1294270867202485
-25.019999999999996,0.0017708530206743374,-0.14922835761638098
-25.0,0.0021614526534152897,-0.17441144423020236
-24.980000000000004,0.002630003555264854,-0.1885459528313208
-24.959999999999994,0.0031934036848174276,-0.17480303049729368
-24.939999999999998,0.0036916503697379567,-0.15002565243375912
-24.919999999999987,0.0037820699229649227,-0.1306588439645113
-24.900000000000006,0.0034679232620646386,-0.11600415476894017
-24.879999999999995,0.003098523511928838,-0.10553307379250935
-24.86,0.0028408698320740973,-0.09886796886744402
-24.83999999999999,0.0026856701238262004,-0.09576846767430891
-24.820000000000007,0.0026273272189084825,-0.0961227888834382
-24.799999999999997,0.002663737021506198,-0.09994371083993235
-24.78,0.0027962126255314454,-0.10736903240568321
-24.75999999999999,0.0030295316704311856,-0.11866654257837031
-24.74000000000001,0.003372108643392269,-0.15158228214308947
-24.72,0.0038362983419012414,-0.22464193811698668
-24.700000000000003,0.00443884144082264,-0.30580314752698085
-24.679999999999993,0.005021146931470005,-0.34597712019441706
-24.66000000000001,0.005243572648465075,-0.3466127021764197
-24.64,0.005114140218788557,-0.34241002334965953
-24.620000000000005,0.004988824356113027,-0.33321751705932967
-24.599999999999994,0.005043426933614522,-0.30136505800423297
-24.580000000000013,0.005099595853242337,-0.2630425136903567
-24.560000000000002,0.00479871420438351,-0.23420641255129804
-24.540000000000006,0.004129930902077664,-0.19647819685922577
-24.519999999999996,0.003429769350272935,-0.13115862103160533
-24.5,0.0028533000168386394,-0.07056918858593426
-24.480000000000004,0.0023797329408786205,-0.06454059636241488
-24.460000000000008,0.0019919892590086587,-0.11285542742433145
-24.439999999999998,0.0016760852681655147,-0.16524031006920598
-24.42,0.0014206281131951377,-0.18890726017098705
-24.400000000000006,0.0012164049115477521,-0.2020484136624538
-24.379999999999995,0.0010560504971510484,-0.22247630102777333
-24.36,0.0009337818008780482,-0.2509276396513484
-24.33999999999999,0.0008451892882281107,-0.28842850704176665
-24.320000000000007,0.0007870779325677952,-0.31899274156533297
-24.299999999999997,0.000757351988743403,-0.3090454127748999
-24.28,0.0007549394115066143,-0.2408891732269108
-24.25999999999999,0.0007797531929569168,-0.12940462012786708
-24.24000000000001,0.0008326882246628946,-0.022586953602325842
-24.22,0.0009156535712969869,0.031400318244587395
-24.200000000000003,0.001031641319709648,0.0345042083856199
-24.179999999999993,0.0011848344864363231,0.021513864494452174
-24.159999999999997,0.001380757875245553,0.009299402988736386
-24.14,0.001626477325299536,-0.019918286121265606
-24.120000000000005,0.0019308545356718622,-0.08453152226506495
-24.099999999999994,0.002304866656289351,-0.1521933282814604
-24.08,0.002762002171120444,-0.17332806750682905
-24.060000000000002,0.0033187473508587864,-0.14869794944055267
-24.040000000000006,0.003995180818675758,-0.11209191426446019
-24.019999999999996,0.004635376370048531,-0.07952839510643643
-24.0,0.004901779603906421,-0.04983301156032276
-23.980000000000004,0.004623676863843482,-0.02193482051273242
-23.960000000000008,0.003971359871806358,0.005172306666798902
-23.939999999999998,0.003281945877637034,0.0324659694469407
-23.92,0.0027108929523087734,0.06093049457154867
-23.900000000000006,0.0022376064738726816,0.091592435111092
-23.88000000000001,0.0018450176984968058,0.1255575923768386
-23.86,0.0015189681882297108,0.16405089586708452
-23.840000000000003,0.0012476991968978903,0.19112197545777906
-23.819999999999993,0.0010214275991986847,0.17306992252696718
-23.799999999999997,0.0008319930691698216,0.10924370248744698
-23.78,0.0006725637837753395,0.03201867568246192
-23.75999999999999,0.0005373900380147876,-0.026713016083100557
-23.739999999999995,0.0004215968858579808,-0.034392281888398046
-23.72,0.00032100832874652025,0.00870393094857038
-23.700000000000003,0.00023199671114409188,0.052114044930957254
-23.679999999999993,0.00015135189169203296,0.06272640721570658
-23.659999999999997,7.616547171994476e-05,0.07560095324126649
-23.64,3.72590589404593e-06,0.12587920251098444
-23.620000000000005,-6.857928775739828e-05,0.19803580067824747
-23.599999999999994,-0.0001433577451681976,0.2773344206554343
-23.58,-0.00022330629878941014,0.349296307346244
-23.560000000000002,-0.00031130823695415036,0.3818395075008112
-23.540000000000006,-0.00041053728764258937,0.3761376687347316
-23.519999999999996,-0.0003442507751595261,0.3666623663045193
-23.5,7.02631785163054e-05,0.3704104841248697
-23.47999999999999,0.0006676324258758381,0.3701785913978825
-23.460000000000008,0.0012890793669164474,0.34861972104567435
-23.439999999999998,0.0019570160483055616,0.32229497160804865
-23.42,0.002695531136485264,0.3075935635489513
-23.39999999999999,0.0033509373568893675,0.3039853009309049
-23.38000000000001,0.003586228870523303,0.2940014502715795
-23.36,0.0034098913002709548,0.24260474296206574
-23.340000000000003,0.003176207758913329,0.14794159291689013
-23.319999999999993,0.00305707191554423,0.04127524829605852
-23.30000000000001,0.003048187219798666,-0.06390253353697987
-23.28,0.0029689119497870635,-0.17138491527906202
-23.260000000000005,0.002636065797087011,-0.28504817340118677
-23.239999999999995,0.0023982875025757807,-0.3916528893021753
-23.220000000000013,0.0026076443625447773,-0.4603664789923121
-23.200000000000003,0.0030913653832526033,-0.4763284457058107
-23.180000000000007,0.0036865743213673682,-0.4401144465410676
-23.159999999999997,0.004414736968442509,-0.3677570531288735
-23.139999999999986,0.005121792696407565,-0.29132395504747277
-23.120000000000005,0.005472598369416636,-0.22539725042410524
-23.099999999999994,0.005479805547233636,-0.1675993390437396
-23.08,0.00550431675483332,-0.11584577990008893
-23.059999999999988,0.0055470159716712476,-0.06827011729736884
-23.040000000000006,0.005248800511780859,-0.04049517246874919
-23.019999999999996,0.004598915444430948,-0.048857865601783027
-23.0,0.0039345657251162,-0.05898258328047563
-22.97999999999999,0.0034121133502468346,-0.019218654234430983
-22.960000000000008,0.00301271644253004,0.07186797965878364
-22.939999999999998,0.002721971033511829,0.16554648167079428
-22.92,0.0025293915945896377,0.2131794889732465
-22.89999999999999,0.0024280328838010815,0.21648485245906596
-22.88000000000001,0.0024142394705593756,0.2102589857963526
-22.86,0.0024875139051212503,0.2116159615143955
-22.840000000000003,0.002650498778411975,0.22060471798767337
-22.819999999999993,0.002909072025207703,0.2375494283937449
-22.799999999999997,0.003272558907717353,0.2630611917908033
-22.78,0.0037540683246027533,0.29806007197522966
-22.760000000000005,0.004370965574185224,0.3438082789350363
-22.739999999999995,0.004965177320122058,0.4019556895649705
-22.72,0.005197490787754553,0.45726074528599264
-22.700000000000003,0.005076284198832959,0.47704077595935646
-22.680000000000007,0.00495782892618883,0.44467053044386445
-22.659999999999997,0.005018174265350447,0.37632120264113356
-22.64,0.005259496528514614,0.3042050301954667
-22.620000000000005,0.005690498833303678,0.2430597981196902
-22.60000000000001,0.006326724974578913,0.1906803466418719
-22.58,0.007010798698876357,0.14517764769958474
-22.560000000000002,0.007406748040558389,0.1049106784719893
-22.540000000000006,0.007528852634035717,0.0684272390464533
-22.519999999999996,0.007561837397146065,0.05175018388034479
-22.5,0.007326570600573397,0.0716166707432213
-22.47999999999999,0.006634246211248309,0.11140456647552796
-22.460000000000008,0.005640217338790577,0.15521018951152574
-22.439999999999998,0.004669277634509421,0.20461335882358672
-22.42,0.003866732142729452,0.2613957649519954
-22.39999999999999,0.003203637624975012,0.31026662139080613
-22.379999999999995,0.002656080044028469,0.3183112131313777
-22.36,0.00220431212100431,0.26848105868466654
-22.340000000000003,0.001832041163630672,0.15897906859194133
-22.319999999999993,0.0015258414817663902,0.020533338687766786
-22.299999999999997,0.0012746701993326108,-0.08249466274456152
-22.28,0.001069469000756974,-0.1364819640545045
-22.260000000000005,0.0009028374491960888,-0.17805278733706972
-22.239999999999995,0.0007687660949878567,-0.22604495911381536
-22.22,0.0006624197490777647,-0.26485067926186945
-22.200000000000003,0.0005799631053277594,-0.2785308447441232
-22.180000000000007,0.0005184224228989687,-0.284917425132933
-22.159999999999997,0.000475578280380725,-0.3015793519861573
-22.14,0.00044988553391901384,-0.3291175259721275
-22.120000000000005,0.0004404175926905706,-0.368525091959295
-22.10000000000001,0.0004468330020568043,-0.4212232560871176
-22.08,0.00046936312924251137,-0.47177393653564437
-22.060000000000002,0.0005088205074320431,-0.48732299996719014
-22.039999999999992,0.0005666281392068868,-0.468431212413814
-22.02000000000001,0.0006448708161325168,-0.4490944629097007
-22.0,0.0007463703052993068,-0.4286153851896675
-21.980000000000004,0.0008747871143671981,-0.37157820766549066
-21.959999999999994,0.0012150738067877988,-0.2585873206322921
-21.940000000000012,0.001959823884280386,-0.10290639128148038
-21.92,0.0027752536311923502,0.049063291474545266
-21.89999999999999,0.0031498070428282667,0.1507865952262442
-21.879999999999995,0.003096992124436294,0.20593209934908258
-21.86,0.0029755467463240324,0.25116579570758274
-21.840000000000003,0.0029614123679699493,0.2881190057336749
-21.819999999999993,0.003054079242963906,0.2834472128863126
-21.799999999999997,0.0032568893369504855,0.23698193224361286
-21.78,0.0035771568532684994,0.18172463421269747
-21.760000000000005,0.004026432014547994,0.13302110724995472
